Year,CNTY,Crop_Code,CSBACRES,Source_Window,Crop_Name
2008,Albany,123,5.833562731350052,2008-2015,Other (123)
2008,Broome,123,29.893526180742395,2008-2015,Other (123)
2008,Cattaraugus,123,14.960004622806157,2008-2015,Other (123)
2008,Chautauqua,123,21.62105637960392,2008-2015,Other (123)
2008,Chemung,123,8.537309249283156,2008-2015,Other (123)
2008,Clinton,123,17.245985041285596,2008-2015,Other (123)
2008,Dutchess,123,6.112015601820101,2008-2015,Other (123)
2008,Erie,123,63.43301196470868,2008-2015,Other (123)
2008,Franklin,123,7.4982613699783265,2008-2015,Other (123)
2008,Genesee,123,16.317676051602977,2008-2015,Other (123)
2008,Herkimer,123,3.2676647525836144,2008-2015,Other (123)
2008,Jefferson,123,6.330592973489667,2008-2015,Other (123)
2008,Livingston,123,10.3845377841238,2008-2015,Other (123)
2008,Monroe,123,18.269420361884194,2008-2015,Other (123)
2008,Niagara,123,29.97515183124571,2008-2015,Other (123)
2008,Oneida,123,5.836282071895164,2008-2015,Other (123)
2008,Onondaga,123,26.455669599674707,2008-2015,Other (123)
2008,Ontario,123,9.584036543123236,2008-2015,Other (123)
2008,Orange,123,3.441949471651711,2008-2015,Other (123)
2008,Otsego,123,5.138743698775334,2008-2015,Other (123)
2008,Putnam,123,3.1468354780593226,2008-2015,Other (123)
2008,Rensselaer,123,5.942976718285573,2008-2015,Other (123)
2008,Saratoga,123,7.588926446219411,2008-2015,Other (123)
2008,Schenectady,123,12.195943563484374,2008-2015,Other (123)
2008,St. Lawrence,123,6.618494556684057,2008-2015,Other (123)
2008,Suffolk,123,6.831948876363335,2008-2015,Other (123)
2008,Tioga,123,15.098174164557184,2008-2015,Other (123)
2008,Ulster,123,3.257633740380978,2008-2015,Other (123)
2008,Washington,123,33.60712784184343,2008-2015,Other (123)
2008,Yates,123,3.85622159215607,2008-2015,Other (123)
2009,Albany,123,5.833562731350052,2008-2015,Other (123)
2009,Allegany,123,3.9278638021872676,2008-2015,Other (123)
2009,Broome,123,26.864933831873273,2008-2015,Other (123)
2009,Cattaraugus,123,5.729929597545733,2008-2015,Other (123)
2009,Chautauqua,123,21.62105637960392,2008-2015,Other (123)
2009,Chemung,123,16.77379762517486,2008-2015,Other (123)
2009,Clinton,123,2.75724389755113,2008-2015,Other (123)
2009,Dutchess,123,6.112015601820101,2008-2015,Other (123)
2009,Erie,123,69.70407053016851,2008-2015,Other (123)
2009,Franklin,123,7.4982613699783265,2008-2015,Other (123)
2009,Genesee,123,25.08183076992439,2008-2015,Other (123)
2009,Greene,123,13.643313923067776,2008-2015,Other (123)
2009,Herkimer,123,6.568584512514018,2008-2015,Other (123)
2009,Jefferson,123,9.148530730820742,2008-2015,Other (123)
2009,Livingston,123,10.350869742578798,2008-2015,Other (123)
2009,Monroe,123,21.00534216138197,2008-2015,Other (123)
2009,Montgomery,123,4.999290331739639,2008-2015,Other (123)
2009,Niagara,123,24.676116444554445,2008-2015,Other (123)
2009,Onondaga,123,42.66232730889993,2008-2015,Other (123)
2009,Ontario,123,2.916792219781272,2008-2015,Other (123)
2009,Orange,123,31.065960471924218,2008-2015,Other (123)
2009,Orleans,123,2.6285280788069985,2008-2015,Other (123)
2009,Otsego,123,13.708189292419503,2008-2015,Other (123)
2009,Putnam,123,3.1468354780593226,2008-2015,Other (123)
2009,Saratoga,123,12.374227474707212,2008-2015,Other (123)
2009,Schenectady,123,12.195943563484374,2008-2015,Other (123)
2009,Schoharie,123,4.159531138538082,2008-2015,Other (123)
2009,Seneca,123,9.788123468766246,2008-2015,Other (123)
2009,St. Lawrence,123,4.387683805661112,2008-2015,Other (123)
2009,Suffolk,123,3.7176222231913116,2008-2015,Other (123)
2009,Tioga,123,15.098174164557184,2008-2015,Other (123)
2009,Warren,123,3.404474555097055,2008-2015,Other (123)
2009,Washington,123,10.131749415362563,2008-2015,Other (123)
2009,Yates,123,3.85622159215607,2008-2015,Other (123)
2010,Albany,123,5.833562731350052,2008-2015,Other (123)
2010,Broome,123,2.89163221484308,2008-2015,Other (123)
2010,Dutchess,123,18.78410115804011,2008-2015,Other (123)
2010,Erie,123,37.89409588309937,2008-2015,Other (123)
2010,Greene,123,4.598595144810511,2008-2015,Other (123)
2010,Madison,123,5.039928901535157,2008-2015,Other (123)
2010,Niagara,123,5.875035139430026,2008-2015,Other (123)
2010,Ontario,123,2.916792219781272,2008-2015,Other (123)
2010,Saratoga,123,2.952616170026489,2008-2015,Other (123)
2010,Washington,123,13.179843349985166,2008-2015,Other (123)
2010,Yates,123,3.85622159215607,2008-2015,Other (123)
2011,Albany,123,5.833562731350052,2008-2015,Other (123)
2011,Broome,123,23.761372097509405,2008-2015,Other (123)
2011,Cattaraugus,123,5.729929597545733,2008-2015,Other (123)
2011,Chautauqua,123,21.62105637960392,2008-2015,Other (123)
2011,Chemung,123,16.77379762517486,2008-2015,Other (123)
2011,Clinton,123,2.75724389755113,2008-2015,Other (123)
2011,Dutchess,123,21.319558774496667,2008-2015,Other (123)
2011,Erie,123,33.87860472550776,2008-2015,Other (123)
2011,Franklin,123,7.4982613699783265,2008-2015,Other (123)
